vehicle_id,vehicle_description,seated_capacity,standing_capacity,door_count,door_width,low_floor,bike_capacity,wheelchair_access,num_carriages
4150,ARTICLFBUS,57,55,2,normal,1,2,ramp,1
4151,ARTICLFBUS,57,55,2,normal,1,2,ramp,1
4152,ARTICLFBUS,57,55,2,normal,1,2,ramp,1
4153,ARTICLFBUS,57,55,2,normal,1,2,ramp,1
4154,ARTICLFBUS,57,55,2,normal,1,2,ramp,1
4155,ARTICLFBUS,57,55,2,normal,1,2,ramp,1
4156,ARTICLFBUS,57,55,2,normal,1,2,ramp,1
4157,ARTICLFBUS,57,55,2,normal,1,2,ramp,1
4158,ARTICLFBUS,57,55,2,normal,1,2,ramp,1
4159,ARTICLFBUS,57,55,2,normal,1,2,ramp,1
4160,ARTICLFBUS,57,55,2,normal,1,2,ramp,1
4161,ARTICLFBUS,57,55,2,normal,1,2,ramp,1
4162,ARTICLFBUS,57,55,2,normal,1,2,ramp,1
4163,ARTICLFBUS,57,55,2,normal,1,2,ramp,1
4164,ARTICLFBUS,57,55,2,normal,1,2,ramp,1
4165,40LFBUS,38,38,2,normal,1,2,ramp,1
4166,40LFBUS,38,38,2,normal,1,2,ramp,1
4167,40LFBUS,38,38,2,normal,1,2,ramp,1
4168,40LFBUS,38,38,2,normal,1,2,ramp,1
4169,40LFBUS,38,38,2,normal,1,2,ramp,1
4170,40LFBUS,38,38,2,normal,1,2,ramp,1
4171,40LFBUS,38,38,2,normal,1,2,ramp,1
4172,40LFBUS,38,38,2,normal,1,2,ramp,1
4173,40LFBUS,38,38,2,normal,1,2,ramp,1
4189,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
5010,40LFBUS,38,38,2,normal,1,2,ramp,1
5017,40LFBUS,38,38,2,normal,1,2,ramp,1
5018,40LFBUS,38,38,2,normal,1,2,ramp,1
5019,40LFBUS,38,38,2,normal,1,2,ramp,1
5020,40LFBUS,38,38,2,normal,1,2,ramp,1
5021,SUBHFBUS,57,12,1,normal,0,2,lift,1
5022,SUBHFBUS,57,12,1,normal,0,2,lift,1
5025,40HFBUS,43,16,2,normal,0,2,lift,1
5032,40LFBUS,38,38,2,normal,1,2,ramp,1
5033,40LFBUS,38,38,2,normal,1,2,ramp,1
5034,40LFBUS,38,38,2,normal,1,2,ramp,1
5035,40LFBUS,38,38,2,normal,1,2,ramp,1
5036,40LFBUS,38,38,2,normal,1,2,ramp,1
5037,40LFBUS,38,38,2,normal,1,2,ramp,1
5038,40LFBUS,38,38,2,normal,1,2,ramp,1
5053,40LFBUS,38,38,2,normal,1,2,ramp,1
5054,40LFBUS,38,38,2,normal,1,2,ramp,1
5055,40LFBUS,38,38,2,normal,1,2,ramp,1
5056,40LFBUS,38,38,2,normal,1,2,ramp,1
5057,40LFBUS,38,38,2,normal,1,2,ramp,1
5059,40LFBUS,38,38,2,normal,1,2,ramp,1
5065,SUBHFBUS,57,12,1,normal,0,2,lift,1
5066,SUBHFBUS,57,12,1,normal,0,2,lift,1
5067,SUBHFBUS,57,12,1,normal,0,2,lift,1
5068,SUBHFBUS,57,12,1,normal,0,2,lift,1
5069,SUBHFBUS,57,12,1,normal,0,2,lift,1
5070,SUBHFBUS,57,12,1,normal,0,2,lift,1
5071,SUBHFBUS,57,12,1,normal,0,2,lift,1
5118,40LFBUS,38,38,2,normal,1,2,ramp,1
5125,40LFBUS,38,38,2,normal,1,2,ramp,1
5126,40LFBUS,38,38,2,normal,1,2,ramp,1
5131,40LFBUS,38,38,2,normal,1,2,ramp,1
5168,SUBHFBUS,57,12,1,normal,0,2,lift,1
5175,40LFBUS,38,38,2,normal,1,2,ramp,1
5190,40LFBUS,38,38,2,normal,1,2,ramp,1
5191,40LFBUS,38,38,2,normal,1,2,ramp,1
5192,40LFBUS,38,38,2,normal,1,2,ramp,1
5193,40LFBUS,38,38,2,normal,1,2,ramp,1
5194,40LFBUS,38,38,2,normal,1,2,ramp,1
5195,40LFBUS,38,38,2,normal,1,2,ramp,1
5196,40LFBUS,38,38,2,normal,1,2,ramp,1
5197,40LFBUS,38,38,2,normal,1,2,ramp,1
5198,40LFBUS,38,38,2,normal,1,2,ramp,1
5199,40LFBUS,38,38,2,normal,1,2,ramp,1
5200,40LFBUS,38,38,2,normal,1,2,ramp,1
5201,40LFBUS,38,38,2,normal,1,2,ramp,1
5202,40LFBUS,38,38,2,normal,1,2,ramp,1
5203,40LFBUS,38,38,2,normal,1,2,ramp,1
5204,40LFBUS,38,38,2,normal,1,2,ramp,1
5219,40LFBUS,38,38,2,normal,1,2,ramp,1
5220,SUBHFBUS,57,12,1,normal,0,2,lift,1
5221,SUBHFBUS,57,12,1,normal,0,2,lift,1
5222,SUBHFBUS,57,12,1,normal,0,2,lift,1
5223,SUBHFBUS,57,12,1,normal,0,2,lift,1
5224,40LFBUS,38,38,2,normal,1,2,ramp,1
5225,40LFBUS,38,38,2,normal,1,2,ramp,1
5229,40LFBUS,38,38,2,normal,1,2,ramp,1
5231,SUBHFBUS,57,12,1,normal,0,2,lift,1
5232,SUBHFBUS,57,12,1,normal,0,2,lift,1
5233,SUBHFBUS,57,12,1,normal,0,2,lift,1
5234,SUBHFBUS,57,12,1,normal,0,2,lift,1
5235,SUBHFBUS,57,12,1,normal,0,2,lift,1
5236,SUBHFBUS,57,12,1,normal,0,2,lift,1
5237,SUBHFBUS,57,12,1,normal,0,2,lift,1
5238,SUBHFBUS,57,12,1,normal,0,2,lift,1
5239,40LFBUS,38,38,2,normal,1,2,ramp,1
5240,40LFBUS,38,38,2,normal,1,2,ramp,1
5241,40LFBUS,38,38,2,normal,1,2,ramp,1
5242,40LFBUS,38,38,2,normal,1,2,ramp,1
5247,SUBHFBUS,57,12,1,normal,0,2,lift,1
5248,SUBHFBUS,57,12,1,normal,0,2,lift,1
5249,SUBHFBUS,57,12,1,normal,0,2,lift,1
5250,SUBHFBUS,57,12,1,normal,0,2,lift,1
5251,SUBHFBUS,57,12,1,normal,0,2,lift,1
5252,SUBHFBUS,57,12,1,normal,0,2,lift,1
5253,40LFBUS,38,38,2,normal,1,2,ramp,1
5254,40LFBUS,38,38,2,normal,1,2,ramp,1
5301,40LFBUS,38,38,2,normal,1,2,ramp,1
5303,40LFBUS,38,38,2,normal,1,2,ramp,1
5305,40LFBUS,38,38,2,normal,1,2,ramp,1
5306,40LFBUS,38,38,2,normal,1,2,ramp,1
5307,40LFBUS,38,38,2,normal,1,2,ramp,1
5308,40LFBUS,38,38,2,normal,1,2,ramp,1
5311,40LFBUS,38,38,2,normal,1,2,ramp,1
5323,SUBHFBUS,57,12,1,normal,0,2,lift,1
5325,SUBHFBUS,57,12,1,normal,0,2,lift,1
5326,SUBHFBUS,57,12,1,normal,0,2,lift,1
5327,SUBHFBUS,57,12,1,normal,0,2,lift,1
5328,SUBHFBUS,57,12,1,normal,0,2,lift,1
5329,SUBHFBUS,57,12,1,normal,0,2,lift,1
5330,SUBHFBUS,57,12,1,normal,0,2,lift,1
5344,40LFBUS,38,38,2,normal,1,2,ramp,1
5345,40LFBUS,38,38,2,normal,1,2,ramp,1
5346,40LFBUS,38,38,2,normal,1,2,ramp,1
5347,40LFBUS,38,38,2,normal,1,2,ramp,1
5350,SUBHFBUS,57,12,1,normal,0,2,lift,1
5351,SUBHFBUS,57,12,1,normal,0,2,lift,1
5352,SUBHFBUS,57,12,1,normal,0,2,lift,1
5362,SUBHFBUS,57,12,1,normal,0,2,lift,1
5363,SUBHFBUS,57,12,1,normal,0,2,lift,1
5364,40LFBUS,38,38,2,normal,1,2,ramp,1
5365,40LFBUS,38,38,2,normal,1,2,ramp,1
5366,40LFBUS,38,38,2,normal,1,2,ramp,1
5367,40LFBUS,38,38,2,normal,1,2,ramp,1
5368,40LFBUS,38,38,2,normal,1,2,ramp,1
5369,40LFBUS,38,38,2,normal,1,2,ramp,1
5370,40LFBUS,38,38,2,normal,1,2,ramp,1
5371,40LFBUS,38,38,2,normal,1,2,ramp,1
5372,SUBHFBUS,57,12,1,normal,0,2,lift,1
5373,SUBHFBUS,57,12,1,normal,0,2,lift,1
5374,SUBHFBUS,57,12,1,normal,0,2,lift,1
5375,SUBHFBUS,57,12,1,normal,0,2,lift,1
5376,SUBHFBUS,57,12,1,normal,0,2,lift,1
5377,SUBHFBUS,57,12,1,normal,0,2,lift,1
5378,SUBHFBUS,57,12,1,normal,0,2,lift,1
5379,SUBHFBUS,57,12,1,normal,0,2,lift,1
5380,SUBHFBUS,57,12,1,normal,0,2,lift,1
5381,SUBHFBUS,57,12,1,normal,0,2,lift,1
5382,40LFBUS,38,38,2,normal,1,2,ramp,1
5383,SUBHFBUS,57,12,1,normal,0,2,lift,1
5384,SUBHFBUS,57,12,1,normal,0,2,lift,1
5385,SUBHFBUS,57,12,1,normal,0,2,lift,1
5386,SUBHFBUS,57,12,1,normal,0,2,lift,1
5387,40LFBUS,38,38,2,normal,1,2,ramp,1
5388,40LFBUS,38,38,2,normal,1,2,ramp,1
5389,40LFBUS,38,38,2,normal,1,2,ramp,1
5390,40LFBUS,38,38,2,normal,1,2,ramp,1
5391,40LFBUS,38,38,2,normal,1,2,ramp,1
5392,40LFBUS,38,38,2,normal,1,2,ramp,1
5393,40LFBUS,38,38,2,normal,1,2,ramp,1
5394,40LFBUS,38,38,2,normal,1,2,ramp,1
5395,40LFBUS,38,38,2,normal,1,2,ramp,1
5396,40LFBUS,38,38,2,normal,1,2,ramp,1
5397,40LFBUS,38,38,2,normal,1,2,ramp,1
5398,40LFBUS,38,38,2,normal,1,2,ramp,1
5399,40LFBUS,38,38,2,normal,1,2,ramp,1
5400,40LFBUS,38,38,2,normal,1,2,ramp,1
5401,40LFBUS,38,38,2,normal,1,2,ramp,1
5402,40LFBUS,38,38,2,normal,1,2,ramp,1
5403,40LFBUS,38,38,2,normal,1,2,ramp,1
5404,40LFBUS,38,38,2,normal,1,2,ramp,1
5405,40LFBUS,38,38,2,normal,1,2,ramp,1
5406,40LFBUS,38,38,2,normal,1,2,ramp,1
5407,40LFBUS,38,38,2,normal,1,2,ramp,1
5409,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
5410,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
6140,40LFBUS,38,38,2,normal,1,2,ramp,1
6141,40LFBUS,38,38,2,normal,1,2,ramp,1
