vehicle_id,vehicle_description,seated_capacity,standing_capacity,door_count,door_width,low_floor,bike_capacity,wheelchair_access,num_carriages
3647,SUBHFBUS,57,12,1,normal,0,2,lift,1
3648,SUBHFBUS,57,12,1,normal,0,2,lift,1
3649,SUBHFBUS,57,12,1,normal,0,2,lift,1
3650,SUBHFBUS,57,12,1,normal,0,2,lift,1
3651,SUBHFBUS,57,12,1,normal,0,2,lift,1
3652,SUBHFBUS,57,12,1,normal,0,2,lift,1
3653,40LFBUS,38,38,2,normal,1,2,ramp,1
3662,40LFBUS,38,38,2,normal,1,2,ramp,1
3663,40LFBUS,38,25,2,normal,1,2,ramp,1
3664,40LFBUS,38,38,2,normal,1,2,ramp,1
3665,40LFBUS,38,38,2,normal,1,2,ramp,1
3666,40LFBUS,38,38,2,normal,1,2,ramp,1
3667,40LFBUS,38,38,2,normal,1,2,ramp,1
3668,40LFBUS,38,38,2,normal,1,2,ramp,1
3669,40LFBUS,38,36,2,normal,1,2,ramp,1
3670,40LFBUS,38,36,2,normal,1,2,ramp,1
3671,40LFBUS,38,36,2,normal,1,2,ramp,1
3672,40LFBUS,38,36,2,normal,1,2,ramp,1
3673,40LFBUS,38,36,2,normal,1,2,ramp,1
3674,40LFBUS,38,36,2,normal,1,2,ramp,1
3675,40LFBUS,38,36,2,normal,1,2,ramp,1
3676,40LFBUS,38,36,2,normal,1,2,ramp,1
3677,40LFBUS,38,36,2,normal,1,2,ramp,1
3678,40LFBUS,38,36,2,normal,1,2,ramp,1
3679,40LFBUS,38,36,2,normal,1,2,ramp,1
3680,40LFBUS,38,36,2,normal,1,2,ramp,1
3681,40LFBUS,38,36,2,normal,1,2,ramp,1
3682,40LFBUS,38,36,2,normal,1,2,ramp,1
3683,40LFBUS,38,36,2,normal,1,2,ramp,1
3684,40LFBUS,38,36,2,normal,1,2,ramp,1
3685,40LFBUS,38,36,2,normal,1,2,ramp,1
3686,40LFBUS,38,36,2,normal,1,2,ramp,1
3687,40LFBUS,38,36,2,normal,1,2,ramp,1
3688,40LFBUS,38,36,2,normal,1,2,ramp,1
3689,40LFBUS,38,36,2,normal,1,2,ramp,1
3690,40LFBUS,38,36,2,normal,1,2,ramp,1
3691,40LFBUS,38,36,2,normal,1,2,ramp,1
3692,40LFBUS,38,36,2,normal,1,2,ramp,1
3693,40LFBUS,38,36,2,normal,1,2,ramp,1
3694,40LFBUS,38,25,2,normal,1,2,ramp,1
3695,40LFBUS,38,25,2,normal,1,2,ramp,1
3696,40LFBUS,38,25,2,normal,1,2,ramp,1
3697,40LFBUS,38,25,2,normal,1,2,ramp,1
3698,40LFBUS,38,25,2,normal,1,2,ramp,1
3699,40LFBUS,38,25,2,normal,1,2,ramp,1
3700,40LFBUS,38,25,2,normal,1,2,ramp,1
3701,40LFBUS,38,25,2,normal,1,2,ramp,1
3702,40LFBUS,38,25,2,normal,1,2,ramp,1
3703,40LFBUS,38,25,2,normal,1,2,ramp,1
3704,40LFBUS,38,25,2,normal,1,2,ramp,1
3705,40LFBUS,38,25,2,normal,1,2,ramp,1
3706,40LFBUS,38,25,2,normal,1,2,ramp,1
3707,40LFBUS,38,25,2,normal,1,2,ramp,1
3708,40LFBUS,38,25,2,normal,1,2,ramp,1
3709,40LFBUS,38,25,2,normal,1,2,ramp,1
3710,40LFBUS,38,25,2,normal,1,2,ramp,1
3711,40LFBUS,38,25,2,normal,1,2,ramp,1
3712,40LFBUS,38,25,2,normal,1,2,ramp,1
3713,40LFBUS,38,25,2,normal,1,2,ramp,1
3714,40LFBUS,38,25,2,normal,1,2,ramp,1
3715,40LFBUS,38,25,2,normal,1,2,ramp,1
3716,40LFBUS,38,25,2,normal,1,2,ramp,1
3717,40LFBUS,38,25,2,normal,1,2,ramp,1
3718,40LFBUS,38,25,2,normal,1,2,ramp,1
3719,40LFBUS,38,25,2,normal,1,2,ramp,1
3720,40LFBUS,38,25,2,normal,1,2,ramp,1
3721,40LFBUS,38,25,2,normal,1,2,ramp,1
3722,40LFBUS,38,25,2,normal,1,2,ramp,1
3723,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
3724,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
3725,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
3726,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
3727,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
3728,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
3729,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
3730,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
3731,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
3732,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
3733,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
3734,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
3735,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
3736,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
3737,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
3738,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
3739,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
3740,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
3741,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
3742,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
3743,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
3744,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
3745,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
3746,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
3747,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
3748,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
3749,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
3750,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
3751,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
3752,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
3753,ARTICLFBUS,60,58,2,normal,1,2,ramp,1
3754,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
3755,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
3756,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
3757,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
3758,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
3759,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
3760,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
3761,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
3762,SUBHFBUS,57,12,1,normal,0,2,lift,1
3763,SUBHFBUS,57,12,1,normal,0,2,lift,1
3764,SUBHFBUS,57,12,1,normal,0,2,lift,1
3765,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
3766,40LFBUS,38,38,2,normal,1,2,ramp,1
3767,40LFBUS,38,38,2,normal,1,2,ramp,1
3768,40LFBUS,38,38,2,normal,1,2,ramp,1
3769,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
3771,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
3772,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
3773,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
3774,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
3775,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
3776,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
3777,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
3778,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
3779,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
3780,SUBHFBUS,57,12,1,normal,0,2,lift,1
3781,SUBHFBUS,57,12,1,normal,0,2,lift,1
3782,SUBHFBUS,57,12,1,normal,0,2,lift,1
3783,SUBHFBUS,57,12,1,normal,0,2,lift,1
3784,40LFBUS,38,38,2,normal,1,2,ramp,1
3785,ARTICLFBUS,60,55,2,normal,1,2,ramp,1
3786,ARTICLFBUS,60,55,2,normal,1,2,ramp,1
3787,ARTICLFBUS,60,55,2,normal,1,2,ramp,1
3788,ARTICLFBUS,60,55,2,normal,1,2,ramp,1
3789,ARTICLFBUS,60,55,2,normal,1,2,ramp,1
3790,ARTICLFBUS,60,55,2,normal,1,2,ramp,1
3791,ARTICLFBUS,60,55,2,normal,1,2,ramp,1
3792,ARTICLFBUS,60,55,2,normal,1,2,ramp,1
3793,ARTICLFBUS,60,55,2,normal,1,2,ramp,1
3794,ARTICLFBUS,60,55,2,normal,1,2,ramp,1
3795,ARTICLFBUS,60,55,2,normal,1,2,ramp,1
3796,ARTICLFBUS,60,55,2,normal,1,2,ramp,1
3797,ARTICLFBUS,60,55,2,normal,1,2,ramp,1
3798,ARTICLFBUS,60,55,2,normal,1,2,ramp,1
3799,ARTICLFBUS,60,55,2,normal,1,2,ramp,1
3800,ARTICLFBUS,60,55,2,normal,1,2,ramp,1
3801,ARTICLFBUS,60,55,2,normal,1,2,ramp,1
3802,ARTICLFBUS,60,55,2,normal,1,2,ramp,1
3803,ARTICLFBUS,60,55,2,normal,1,2,ramp,1
3804,ARTICLFBUS,60,55,2,normal,1,2,ramp,1
3805,ARTICLFBUS,60,55,2,normal,1,2,ramp,1
3806,ARTICLFBUS,60,55,2,normal,1,2,ramp,1
3807,ARTICLFBUS,60,55,2,normal,1,2,ramp,1
3808,ARTICLFBUS,60,55,2,normal,1,2,ramp,1
3809,ARTICLFBUS,60,55,2,normal,1,2,ramp,1
3810,40LFBUS,38,36,2,normal,1,2,ramp,1
3811,40LFBUS,38,36,2,normal,1,2,ramp,1
3812,40LFBUS,38,36,2,normal,1,2,ramp,1
3813,40LFBUS,38,36,2,normal,1,2,ramp,1
3814,40LFBUS,38,36,2,normal,1,2,ramp,1
3815,40LFBUS,38,36,2,normal,1,2,ramp,1
3816,40LFBUS,38,36,2,normal,1,2,ramp,1
3817,40LFBUS,38,36,2,normal,1,2,ramp,1
3818,40LFBUS,38,36,2,normal,1,2,ramp,1
3819,40LFBUS,38,36,2,normal,1,2,ramp,1
3820,40LFBUS,38,36,2,normal,1,2,ramp,1
3821,40LFBUS,38,36,2,normal,1,2,ramp,1
3822,40LFBUS,38,36,2,normal,1,2,ramp,1
3823,40LFBUS,38,36,2,normal,1,2,ramp,1
3824,40LFBUS,38,36,2,normal,1,2,ramp,1
3825,40LFBUS,38,36,2,normal,1,2,ramp,1
3826,40LFBUS,38,36,2,normal,1,2,ramp,1
3827,40LFBUS,38,36,2,normal,1,2,ramp,1
3828,40LFBUS,38,36,2,normal,1,2,ramp,1
3829,40LFBUS,38,36,2,normal,1,2,ramp,1
3830,40LFBUS,38,36,2,normal,1,2,ramp,1
3831,40LFBUS,38,36,2,normal,1,2,ramp,1
3832,40LFBUS,38,36,2,normal,1,2,ramp,1
3833,40LFBUS,38,36,2,normal,1,2,ramp,1
3834,40LFBUS,38,36,2,normal,1,2,ramp,1
3835,40LFBUS,38,36,2,normal,1,2,ramp,1
3836,40LFBUS,38,36,2,normal,1,2,ramp,1
3837,40LFBUS,38,36,2,normal,1,2,ramp,1
3838,40LFBUS,38,36,2,normal,1,2,ramp,1
3839,40LFBUS,38,36,2,normal,1,2,ramp,1
3840,40LFBUS,38,36,2,normal,1,2,ramp,1
3841,40LFBUS,38,36,2,normal,1,2,ramp,1
3842,40LFBUS,38,36,2,normal,1,2,ramp,1
3843,40LFBUS,38,36,2,normal,1,2,ramp,1
3844,40LFBUS,38,36,2,normal,1,2,ramp,1
3845,40LFBUS,38,36,2,normal,1,2,ramp,1
3846,40LFBUS,38,36,2,normal,1,2,ramp,1
3847,40LFBUS,38,36,2,normal,1,2,ramp,1
3848,40LFBUS,38,36,2,normal,1,2,ramp,1
3849,40LFBUS,38,36,2,normal,1,2,ramp,1
3850,40LFBUS,38,36,2,normal,1,2,ramp,1
3851,40LFBUS,38,36,2,normal,1,2,ramp,1
3852,40LFBUS,38,36,2,normal,1,2,ramp,1
3853,40LFBUS,38,36,2,normal,1,2,ramp,1
3854,40LFBUS,38,36,2,normal,1,2,ramp,1
3855,40LFBUS,38,36,2,normal,1,2,ramp,1
3856,40LFBUS,38,36,2,normal,1,2,ramp,1
3857,40LFBUS,38,36,2,normal,1,2,ramp,1
3858,40LFBUS,38,36,2,normal,1,2,ramp,1
3859,40LFBUS,38,36,2,normal,1,2,ramp,1
3860,40LFBUS,38,36,2,normal,1,2,ramp,1
3861,40LFBUS,38,36,2,normal,1,2,ramp,1
3862,40LFBUS,38,36,2,normal,1,2,ramp,1
3863,40LFBUS,38,36,2,normal,1,2,ramp,1
3864,40LFBUS,38,36,2,normal,1,2,ramp,1
3865,40LFBUS,38,36,2,normal,1,2,ramp,1
3866,40LFBUS,38,36,2,normal,1,2,ramp,1
3867,40LFBUS,38,36,2,normal,1,2,ramp,1
3868,40LFBUS,38,36,2,normal,1,2,ramp,1
3869,40LFBUS,38,36,2,normal,1,2,ramp,1
3870,40LFBUS,38,36,2,normal,1,2,ramp,1
3871,40LFBUS,38,36,2,normal,1,2,ramp,1
3872,40LFBUS,38,36,2,normal,1,2,ramp,1
3873,40LFBUS,38,36,2,normal,1,2,ramp,1
3874,40LFBUS,38,36,2,normal,1,2,ramp,1
3875,40LFBUS,38,36,2,normal,1,2,ramp,1
3876,40LFBUS,38,36,2,normal,1,2,ramp,1
3877,40LFBUS,38,36,2,normal,1,2,ramp,1
3878,40LFBUS,38,36,2,normal,1,2,ramp,1
3879,40LFBUS,38,36,2,normal,1,2,ramp,1
3880,40LFBUS,38,36,2,normal,1,2,ramp,1
3881,40LFBUS,38,36,2,normal,1,2,ramp,1
3882,40LFBUS,38,36,2,normal,1,2,ramp,1
3883,40LFBUS,38,36,2,normal,1,2,ramp,1
3884,40LFBUS,38,38,2,normal,1,2,ramp,1
3885,40LFBUS,38,38,2,normal,1,2,ramp,1
3886,40LFBUS,38,36,2,normal,1,2,ramp,1
3887,40LFBUS,38,36,2,normal,1,2,ramp,1
3888,40LFBUS,38,36,2,normal,1,2,ramp,1
3889,40LFBUS,38,36,2,normal,1,2,ramp,1
3890,40LFBUS,38,36,2,normal,1,2,ramp,1
3891,40LFBUS,38,36,2,normal,1,2,ramp,1
3892,40LFBUS,38,36,2,normal,1,2,ramp,1
3893,40LFBUS,38,36,2,normal,1,2,ramp,1
3894,40LFBUS,38,36,2,normal,1,2,ramp,1
3895,40LFBUS,38,36,2,normal,1,2,ramp,1
3896,40LFBUS,38,36,2,normal,1,2,ramp,1
3897,40LFBUS,38,36,2,normal,1,2,ramp,1
3898,40LFBUS,38,36,2,normal,1,2,ramp,1
3899,40LFBUS,38,36,2,normal,1,2,ramp,1
3900,40LFBUS,38,36,2,normal,1,2,ramp,1
3901,40LFBUS,38,36,2,normal,1,2,ramp,1
3902,40LFBUS,38,36,2,normal,1,2,ramp,1
3903,40LFBUS,38,36,2,normal,1,2,ramp,1
3904,40LFBUS,38,36,2,normal,1,2,ramp,1
3905,40LFBUS,38,36,2,normal,1,2,ramp,1
3906,40LFBUS,38,36,2,normal,1,2,ramp,1
3907,40LFBUS,38,36,2,normal,1,2,ramp,1
3908,40LFBUS,38,36,2,normal,1,2,ramp,1
3909,40LFBUS,38,36,2,normal,1,2,ramp,1
3910,40LFBUS,38,36,2,normal,1,2,ramp,1
3911,40LFBUS,38,36,2,normal,1,2,ramp,1
3912,40LFBUS,38,36,2,normal,1,2,ramp,1
3913,40LFBUS,38,36,2,normal,1,2,ramp,1
3914,40LFBUS,38,36,2,normal,1,2,ramp,1
3915,40LFBUS,38,36,2,normal,1,2,ramp,1
3916,40LFBUS,38,36,2,normal,1,2,ramp,1
3917,40LFBUS,38,38,2,normal,1,2,ramp,1
3918,40LFBUS,38,38,2,normal,1,2,ramp,1
3919,40LFBUS,38,38,2,normal,1,2,ramp,1
3920,40LFBUS,40,40,2,normal,1,2,ramp,1
3921,40LFBUS,40,40,2,normal,1,2,ramp,1
3922,40LFBUS,38,38,2,normal,1,2,ramp,1
3923,40LFBUS,38,38,2,normal,1,2,ramp,1
3924,40LFBUS,38,38,2,normal,1,2,ramp,1
3925,40LFBUS,38,38,2,normal,1,2,ramp,1
3926,40LFBUS,38,38,2,normal,1,2,ramp,1
3927,40LFBUS,38,38,2,normal,1,2,ramp,1
3928,40LFBUS,38,38,2,normal,1,2,ramp,1
3929,40LFBUS,38,38,2,normal,1,2,ramp,1
3930,40LFBUS,38,38,2,normal,1,2,ramp,1
3931,40LFBUS,38,38,2,normal,1,2,ramp,1
3932,40LFBUS,38,38,2,normal,1,2,ramp,1
3933,40LFBUS,38,38,2,normal,1,2,ramp,1
3934,40LFBUS,38,38,2,normal,1,2,ramp,1
3935,40LFBUS,38,38,2,normal,1,2,ramp,1
3936,40LFBUS,38,38,2,normal,1,2,ramp,1
3937,40LFBUS,38,38,2,normal,1,2,ramp,1
3938,40LFBUS,38,38,2,normal,1,2,ramp,1
3939,40LFBUS,38,38,2,normal,1,2,ramp,1
3940,40LFBUS,38,38,2,normal,1,2,ramp,1
3941,40LFBUS,38,38,2,normal,1,2,ramp,1
3942,40LFBUS,38,38,2,normal,1,2,ramp,1
3943,40LFBUS,38,38,2,normal,1,2,ramp,1
3944,40LFBUS,38,38,2,normal,1,2,ramp,1
3945,40LFBUS,38,38,2,normal,1,2,ramp,1
3946,40LFBUS,38,38,2,normal,1,2,ramp,1
3947,40LFBUS,38,38,2,normal,1,2,ramp,1
3948,40LFBUS,38,38,2,normal,1,2,ramp,1
3949,40LFBUS,38,38,2,normal,1,2,ramp,1
3950,40LFBUS,38,38,2,normal,1,2,ramp,1
3951,40LFBUS,38,38,2,normal,1,2,ramp,1
3952,40LFBUS,38,38,2,normal,1,2,ramp,1
3953,40LFBUS,38,38,2,normal,1,2,ramp,1
3954,40LFBUS,38,38,2,normal,1,2,ramp,1
3955,40LFBUS,38,38,2,normal,1,2,ramp,1
3956,40LFBUS,38,38,2,normal,1,2,ramp,1
3957,40LFBUS,38,38,2,normal,1,2,ramp,1
3958,40LFBUS,38,38,2,normal,1,2,ramp,1
3959,40LFBUS,38,38,2,normal,1,2,ramp,1
3960,40LFBUS,38,38,2,normal,1,2,ramp,1
3961,40LFBUS,38,38,2,normal,1,2,ramp,1
3962,40LFBUS,38,38,2,normal,1,2,ramp,1
3963,40LFBUS,38,38,2,normal,1,2,ramp,1
3964,40LFBUS,38,38,2,normal,1,2,ramp,1
3965,40LFBUS,38,38,2,normal,1,2,ramp,1
3966,40LFBUS,38,38,2,normal,1,2,ramp,1
3967,40LFBUS,38,38,2,normal,1,2,ramp,1
3968,40LFBUS,38,38,2,normal,1,2,ramp,1
3969,SUBHFBUS,57,12,1,normal,0,2,lift,1
3970,40LFBUS,38,38,2,normal,1,2,ramp,1
3971,40LFBUS,38,38,2,normal,1,2,ramp,1
3972,40LFBUS,38,38,2,normal,1,2,ramp,1
3973,40LFBUS,38,38,2,normal,1,2,ramp,1
3974,SUBHFBUS,57,12,1,normal,0,2,lift,1
3975,SUBHFBUS,57,12,1,normal,0,2,lift,1
3976,SUBHFBUS,57,12,1,normal,0,2,lift,1
3977,SUBHFBUS,57,12,1,normal,0,2,lift,1
3978,SUBHFBUS,57,12,1,normal,0,2,lift,1
3979,SUBHFBUS,57,12,1,normal,0,2,lift,1
3980,40LFBUS,38,26,2,normal,1,2,ramp,1
3981,40LFBUS,38,26,2,normal,1,2,ramp,1
3982,40LFBUS,38,26,2,normal,1,2,ramp,1
3983,40LFBUS,38,26,2,normal,1,2,ramp,1
3984,40LFBUS,38,26,2,normal,1,2,ramp,1
3985,40LFBUS,38,26,2,normal,1,2,ramp,1
3987,40LFBUS,38,26,2,normal,1,2,ramp,1
3988,40LFBUS,38,26,2,normal,1,2,ramp,1
3989,40LFBUS,38,26,2,normal,1,2,ramp,1
3990,40LFBUS,38,26,2,normal,1,2,ramp,1
3991,40LFBUS,38,26,2,normal,1,2,ramp,1
3992,40LFBUS,38,26,2,normal,1,2,ramp,1
3993,40LFBUS,38,26,2,normal,1,2,ramp,1
3994,40LFBUS,38,26,2,normal,1,2,ramp,1
3995,40LFBUS,38,26,2,normal,1,2,ramp,1
3996,40LFBUS,38,26,2,normal,1,2,ramp,1
3997,40LFBUS,38,26,2,normal,1,2,ramp,1
3998,40LFBUS,38,26,2,normal,1,2,ramp,1
3999,40LFBUS,38,26,2,normal,1,2,ramp,1
4000,40LFBUS,38,26,2,normal,1,2,ramp,1
4001,40LFBUS,38,26,2,normal,1,2,ramp,1
4002,40LFBUS,38,26,2,normal,1,2,ramp,1
4003,40LFBUS,38,26,2,normal,1,2,ramp,1
4004,40LFBUS,38,26,2,normal,1,2,ramp,1
4005,40LFBUS,38,26,2,normal,1,2,ramp,1
4006,40LFBUS,38,26,2,normal,1,2,ramp,1
4007,40LFBUS,38,26,2,normal,1,2,ramp,1
4008,40LFBUS,38,26,2,normal,1,2,ramp,1
4009,40LFBUS,38,26,2,normal,1,2,ramp,1
4010,40LFBUS,38,26,2,normal,1,2,ramp,1
4011,40LFBUS,38,26,2,normal,1,2,ramp,1
4012,40LFBUS,38,26,2,normal,1,2,ramp,1
4013,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
4014,ARTICLFBUS,58,55,2,normal,1,2,ramp,1
4020,SUBHFBUS,57,12,1,normal,0,2,lift,1
4021,SUBHFBUS,57,12,1,normal,0,2,lift,1
4022,SUBHFBUS,57,12,1,normal,0,2,lift,1
4023,SUBHFBUS,57,12,1,normal,0,2,lift,1
4024,SUBHFBUS,57,12,1,normal,0,2,lift,1
4025,40LFBUS,38,38,2,normal,1,2,ramp,1
4026,40LFBUS,41,33,2,normal,1,2,lift,1
4027,40LFBUS,41,33,2,normal,1,2,lift,1
4028,40LFBUS,41,33,2,normal,1,2,lift,1
4029,40LFBUS,38,38,2,normal,1,2,ramp,1
4030,40LFBUS,38,38,2,normal,1,2,ramp,1
4031,40LFBUS,38,38,2,normal,1,2,ramp,1
4032,40LFBUS,38,38,2,normal,1,2,ramp,1
4033,40LFBUS,38,38,2,normal,1,2,ramp,1
4035,40LFBUS,38,38,2,normal,1,2,ramp,1
4036,40LFBUS,38,38,2,normal,1,2,ramp,1
4037,40LFBUS,38,38,2,normal,1,2,ramp,1
4038,40LFBUS,38,38,2,normal,1,2,ramp,1
4039,40LFBUS,38,38,2,normal,1,2,ramp,1
4040,40LFBUS,38,38,2,normal,1,2,ramp,1
4041,40LFBUS,38,38,2,normal,1,2,ramp,1
4042,40LFBUS,38,38,2,normal,1,2,ramp,1
4043,40LFBUS,38,38,2,normal,1,2,ramp,1
4044,40LFBUS,38,38,2,normal,1,2,ramp,1
4045,40LFBUS,38,38,2,normal,1,2,ramp,1
4046,40LFBUS,38,38,2,normal,1,2,ramp,1
4047,40LFBUS,38,38,2,normal,1,2,ramp,1
4048,40LFBUS,38,38,2,normal,1,2,ramp,1
4049,40LFBUS,38,38,2,normal,1,2,ramp,1
4050,40LFBUS,38,38,2,normal,1,2,ramp,1
4051,40LFBUS,38,38,2,normal,1,2,ramp,1
4052,40LFBUS,38,38,2,normal,1,2,ramp,1
4053,40LFBUS,38,38,2,normal,1,2,ramp,1
4054,40LFBUS,38,38,2,normal,1,2,ramp,1
4055,40LFBUS,38,38,2,normal,1,2,ramp,1
4056,40LFBUS,38,38,2,normal,1,2,ramp,1
4057,40LFBUS,38,38,2,normal,1,2,ramp,1
4058,40LFBUS,38,38,2,normal,1,2,ramp,1
4059,40LFBUS,38,38,2,normal,1,2,ramp,1
4060,40LFBUS,38,38,2,normal,1,2,ramp,1
4061,40LFBUS,38,38,2,normal,1,2,ramp,1
4062,40LFBUS,38,38,2,normal,1,2,ramp,1
4063,40LFBUS,38,38,2,normal,1,2,ramp,1
4064,40LFBUS,38,38,2,normal,1,2,ramp,1
4065,40LFBUS,38,38,2,normal,1,2,ramp,1
4066,40LFBUS,38,38,2,normal,1,2,ramp,1
4067,40LFBUS,38,38,2,normal,1,2,ramp,1
4068,40LFBUS,38,38,2,normal,1,2,ramp,1
4069,40LFBUS,38,38,2,normal,1,2,ramp,1
4070,40LFBUS,38,38,2,normal,1,2,ramp,1
4071,40LFBUS,38,38,2,normal,1,2,ramp,1
4072,40LFBUS,38,38,2,normal,1,2,ramp,1
4073,40LFBUS,38,38,2,normal,1,2,ramp,1
4074,40LFBUS,38,38,2,normal,1,2,ramp,1
4075,40LFBUS,38,38,2,normal,1,2,ramp,1
4076,40LFBUS,38,38,2,normal,1,2,ramp,1
4077,40LFBUS,38,38,2,normal,1,2,ramp,1
4078,40LFBUS,38,38,2,normal,1,2,ramp,1
4079,40LFBUS,38,38,2,normal,1,2,ramp,1
4080,40LFBUS,36,38,2,normal,1,2,ramp,1
4081,40LFBUS,36,38,2,normal,1,2,ramp,1
4082,40LFBUS,36,38,2,normal,1,2,ramp,1
4083,40LFBUS,36,38,2,normal,1,2,ramp,1
4084,40LFBUS,36,38,2,normal,1,2,ramp,1
4085,40LFBUS,36,38,2,normal,1,2,ramp,1
4086,40LFBUS,36,38,2,normal,1,2,ramp,1
4087,40LFBUS,36,38,2,normal,1,2,ramp,1
4088,40LFBUS,36,38,2,normal,1,2,ramp,1
4089,40LFBUS,36,38,2,normal,1,2,ramp,1
4090,40LFBUS,36,38,2,normal,1,2,ramp,1
4091,40LFBUS,36,38,2,normal,1,2,ramp,1
4092,40LFBUS,36,38,2,normal,1,2,ramp,1
4093,40LFBUS,36,38,2,normal,1,2,ramp,1
4094,40LFBUS,36,38,2,normal,1,2,ramp,1
4095,40LFBUS,36,38,2,normal,1,2,ramp,1
4097,40LFBUS,36,38,2,normal,1,2,ramp,1
4098,40LFBUS,36,38,2,normal,1,2,ramp,1
4099,40LFBUS,36,38,2,normal,1,2,ramp,1
4100,40LFBUS,36,38,2,normal,1,2,ramp,1
4101,40LFBUS,36,38,2,normal,1,2,ramp,1
4102,40LFBUS,36,38,2,normal,1,2,ramp,1
4103,40LFBUS,36,38,2,normal,1,2,ramp,1
4104,ARTICLFBUS,60,55,2,normal,1,2,ramp,1
4105,ARTICLFBUS,60,55,2,normal,1,2,ramp,1
4106,ARTICLFBUS,60,55,2,normal,1,2,ramp,1
4107,40LFBUS,38,38,2,normal,1,2,ramp,1
4108,40LFBUS,38,38,2,normal,1,2,ramp,1
4109,40LFBUS,36,38,2,normal,1,2,ramp,1
4126,40LFBUS,38,38,2,normal,1,2,ramp,1
4127,40LFBUS,38,38,2,normal,1,2,ramp,1
4128,40LFBUS,38,38,2,normal,1,2,ramp,1
4129,40LFBUS,38,38,2,normal,1,2,ramp,1
4130,40LFBUS,38,38,2,normal,1,2,ramp,1
4131,40LFBUS,38,38,2,normal,1,2,ramp,1
4132,40LFBUS,38,38,2,normal,1,2,ramp,1
4133,40LFBUS,38,38,2,normal,1,2,ramp,1
4135,ARTICLFBUS,57,55,2,normal,1,2,ramp,1
4136,ARTICLFBUS,57,55,2,normal,1,2,ramp,1
4137,ARTICLFBUS,57,55,2,normal,1,2,ramp,1
4138,ARTICLFBUS,57,55,2,normal,1,2,ramp,1
4139,ARTICLFBUS,57,55,2,normal,1,2,ramp,1
4140,ARTICLFBUS,57,55,2,normal,1,2,ramp,1
4141,ARTICLFBUS,57,55,2,normal,1,2,ramp,1
4142,ARTICLFBUS,57,55,2,normal,1,2,ramp,1
4143,ARTICLFBUS,57,55,2,normal,1,2,ramp,1
4144,ARTICLFBUS,57,55,2,normal,1,2,ramp,1
4145,ARTICLFBUS,57,55,2,normal,1,2,ramp,1
4146,ARTICLFBUS,57,55,2,normal,1,2,ramp,1
4147,ARTICLFBUS,57,55,2,normal,1,2,ramp,1
4148,ARTICLFBUS,57,55,2,normal,1,2,ramp,1
4149,ARTICLFBUS,57,55,2,normal,1,2,ramp,1
